Fecha,Demanda_Real,Prediccion_RF,Prediccion_LSTM,Temperatura,Humedad,Velocidad_Viento,Error_RF
2018-12-21 00:00:00,25772.0,25782.339999999997,25784.506994187832,7.988000000000011,82.6,3.0,0.04012106161724549
2018-12-21 01:00:00,24320.0,24512.870000000003,24599.826177597046,7.8820000000000165,83.8,2.8,0.7930509868421161
2018-12-21 02:00:00,23784.000000000004,23820.25,23767.453215688467,7.323800000000017,82.8,2.4,0.15241338715101058
2018-12-21 03:00:00,23656.0,23605.6,23737.261972486973,7.354000000000008,81.8,3.2,0.2130537707135672
2018-12-21 04:00:00,24203.0,24304.639999999992,24401.305000066757,7.366666666666693,86.0,3.5,0.4199479403379422
2018-12-21 05:00:00,26675.0,26624.47,26399.93510568142,7.0950000000000175,87.0,3.6666666666666665,0.1894283036551034
2018-12-21 06:00:00,31102.999999999996,31097.719999999998,29904.419836997986,6.966666666666687,87.0,3.1666666666666665,0.01697585441918412
2018-12-21 07:00:00,33847.0,33692.96000000001,33128.15897381306,6.705000000000022,86.83333333333333,2.6666666666666665,0.45510680414805915
2018-12-21 08:00:00,34653.0,34957.380000000005,34892.223684072495,6.843333333333352,86.33333333333333,2.3333333333333335,0.8783655094797121
2018-12-21 09:00:00,34927.0,34994.91000000001,35222.426349282265,8.080000000000021,83.5,2.5,0.19443410541990655
2018-12-21 10:00:00,34688.0,34806.17999999999,34760.272433042526,10.15400000000002,73.8,3.4,0.34069418819186176
2018-12-21 11:00:00,34071.0,34420.98000000001,34114.01256155968,10.881666666666698,72.66666666666667,3.3333333333333335,1.0272078894074448
2018-12-21 12:00:00,33535.0,33736.66,33298.61517739296,12.726000000000022,66.4,3.8,0.6013418816162323
2018-12-21 13:00:00,32252.0,32610.939999999995,32754.104016542435,13.66600000000003,63.0,4.6,1.1129232295671432
2018-12-21 14:00:00,31475.0,31597.829999999998,31696.404369354248,14.222000000000026,64.8,3.6,0.3902462271644102
2018-12-21 15:00:00,31177.999999999996,31273.010000000002,31192.52888071537,14.614000000000022,64.0,4.2,0.3047341073834296
2018-12-21 16:00:00,31760.999999999996,31486.079999999998,31362.51950287819,14.51400000000001,67.2,4.4,0.8655898743742272
2018-12-21 17:00:00,33563.0,33333.979999999996,32526.82633972168,13.504000000000008,67.4,3.4,0.6823585495933143
2018-12-21 18:00:00,34041.0,35277.81,34344.13576245308,12.520000000000016,70.6,3.2,3.6332951440909422
2018-12-21 19:00:00,33953.0,34434.48999999999,34770.76444721222,11.368000000000018,76.2,2.4,1.4181073837363138
2018-12-21 20:00:00,33098.0,33268.15,33642.69627690315,10.884000000000025,78.6,1.8,0.5140794005680145
2018-12-21 21:00:00,31194.0,31138.910000000003,31051.87810397148,10.702000000000009,75.8,2.0,0.17660447521958234
2018-12-21 22:00:00,28684.0,28962.349999999995,28237.541139483452,9.706000000000007,80.8,1.8,0.9704016176265337
2018-12-21 23:00:00,26591.0,26613.739999999998,26409.690405726433,9.806000000000006,80.8,1.8,0.08551765634988516
2018-12-22 00:00:00,24533.0,24921.350000000002,25168.228511929512,9.256000000000006,80.8,2.2,1.5829698773081244
2018-12-22 01:00:00,23053.0,23322.400000000005,23821.31653523445,9.172000000000002,81.0,1.6,1.1686114605474562
2018-12-22 02:00:00,22329.0,22404.989999999998,22847.59168574214,8.544000000000016,83.0,1.8,0.3403197635361994
