Fecha,Demanda_Real,Prediccion_RF,Prediccion_LSTM,Temperatura,Humedad,Velocidad_Viento
2018-05-25 22:00:00,25470.0,25354.93,25175.168413758278,16.903333333333347,88.83333333333333,1.8333333333333333
2018-05-25 23:00:00,23961.999999999996,24026.83,24001.44108468294,16.492000000000008,87.4,1.8
2018-05-26 00:00:00,22838.0,22968.140000000003,22868.248780071735,16.348000000000013,88.0,0.8
2018-05-26 01:00:00,22352.0,22217.8,22160.150110900402,16.420000000000005,87.33333333333333,1.0
2018-05-26 02:00:00,21994.0,22189.62,21986.926094263792,16.25333333333334,91.83333333333333,1.6666666666666667
2018-05-26 03:00:00,21766.0,21924.17,21968.95602092147,16.133333333333344,89.0,1.8333333333333333
2018-05-26 04:00:00,21920.0,22041.509999999995,22026.93665495515,14.915000000000012,91.83333333333333,1.6666666666666667
2018-05-26 05:00:00,22414.0,22627.589999999997,22526.378507614136,15.51400000000001,92.4,1.4
2018-05-26 06:00:00,24294.0,23983.120000000003,23276.157668471336,15.744000000000018,91.2,1.2
2018-05-26 07:00:00,26458.0,26410.915000000005,25540.25202792883,16.55200000000001,86.4,1.4
2018-05-26 08:00:00,27861.0,27943.700000000004,27656.353802502155,17.582000000000015,82.4,2.4
2018-05-26 09:00:00,28452.0,28286.179999999997,28014.831637978554,18.80200000000002,72.8,2.6
2018-05-26 10:00:00,28536.0,28378.960000000003,28071.843451857567,19.404000000000018,70.8,2.6
2018-05-26 11:00:00,28555.0,28453.600000000002,27688.78771030903,20.376000000000012,68.8,2.8
2018-05-26 12:00:00,27714.0,27908.98,27467.025119245052,21.344000000000015,60.0,3.0
2018-05-26 13:00:00,26342.0,26494.83,26787.892461001873,21.386000000000013,57.4,3.0
2018-05-26 14:00:00,25461.0,25649.459999999995,25777.80946856737,20.633333333333344,62.833333333333336,2.6666666666666665
2018-05-26 15:00:00,25062.999999999996,25313.190000000002,25268.1826800704,19.58500000000002,68.66666666666667,4.0
2018-05-26 16:00:00,24944.0,25038.03,25179.100522696972,21.408000000000015,65.0,3.8
2018-05-26 17:00:00,25194.0,25338.839999999997,25456.66373127699,21.558000000000014,61.8,2.2
2018-05-26 18:00:00,25720.999999999996,26410.249999999993,26113.76891106367,21.244000000000018,61.6,2.6
2018-05-26 19:00:00,26596.0,27069.9,26241.8640524745,20.838,64.4,2.4
2018-05-26 20:00:00,26147.0,26530.579999999998,26061.76552081108,19.396000000000015,73.0,2.0
2018-05-26 21:00:00,24953.0,25541.53,24878.310963511467,18.23600000000001,77.2,1.2
2018-05-26 22:00:00,23327.0,23980.440000000002,23592.90571540594,17.49800000000001,76.6,1.4
2018-05-26 23:00:00,21861.0,22099.44,22049.80560335517,16.634000000000015,81.2,0.8
2018-05-27 00:00:00,20801.0,20918.649999999998,20795.406023591757,16.19000000000001,84.2,1.2
2018-05-27 01:00:00,20358.0,20370.22,20110.1619245708,15.980000000000008,85.4,1.8
2018-05-27 02:00:00,20070.0,20147.71,20078.552369743586,15.01000000000001,85.66666666666667,2.3333333333333335
2018-05-27 03:00:00,20014.0,20131.05,20234.71351212263,15.112000000000013,85.4,1.4
2018-05-27 04:00:00,19905.0,20039.82,20466.23379960656,14.706666666666669,88.16666666666667,0.6666666666666666
2018-05-27 05:00:00,19726.0,19880.76,20558.470271080732,14.730000000000018,88.5,1.6666666666666667
2018-05-27 06:00:00,20843.0,20499.190000000002,20631.336501568556,15.22800000000002,85.2,0.8
2018-05-27 07:00:00,22693.0,22411.75,21713.31621965766,15.818333333333348,82.66666666666667,0.8333333333333334
2018-05-27 08:00:00,24146.999999999996,24207.729999999996,23449.792834579945,17.360000000000003,76.0,1.1666666666666667
2018-05-27 09:00:00,24958.0,24804.63,24751.068246901035,19.03000000000001,69.8,1.8
2018-05-27 10:00:00,25247.0,25202.740000000005,25040.128577768803,19.77800000000001,65.8,2.4
2018-05-27 11:00:00,25622.0,25443.399999999998,24825.216195642948,21.29000000000001,60.2,2.4
2018-05-27 12:00:00,25471.0,25294.829999999998,24733.050246059895,22.094000000000015,59.2,2.6
2018-05-27 13:00:00,24144.0,24385.840000000004,24576.87917584181,22.822000000000013,57.4,4.0
2018-05-27 14:00:00,23398.999999999996,23532.799999999996,23989.244220912457,22.93800000000001,55.8,4.6
2018-05-27 15:00:00,23082.0,23030.95,23492.44967788458,22.420000000000027,57.0,4.0
2018-05-27 16:00:00,23120.0,23221.49,23247.45868217945,22.45000000000001,61.2,5.0
2018-05-27 17:00:00,23555.0,23577.809999999998,23240.76629164815,21.018333333333345,65.33333333333333,3.1666666666666665
2018-05-27 18:00:00,24492.000000000004,24694.509999999995,23628.282371640205,20.284000000000027,68.6,3.6
2018-05-27 19:00:00,26278.999999999996,26738.4,24434.546143889427,19.23666666666668,71.16666666666667,4.0
2018-05-27 20:00:00,26363.999999999996,26909.88,25698.524376630783,18.508000000000028,74.4,3.0
2018-05-27 21:00:00,24661.0,25106.689999999995,24922.644584596157,17.636000000000013,75.0,2.8
2018-05-27 22:00:00,22920.0,23405.06,23305.82889831066,16.822000000000013,81.6,3.0
2018-05-27 23:00:00,21709.0,21741.68,21471.15431573987,16.49000000000001,83.4,2.0
2018-05-28 00:00:00,20976.0,20926.65,20422.506119042635,16.30400000000001,85.4,1.2
